Source	Target
I'm sorry. I'm not interested.	미안하지만, 흥미없어.
I'm sorry. Please help me to find the real killer.	미안합니다. 진짜 살인자를 찾게 도와주시오.
I'm sorry?	실례지만?
I'm still wondering if I can trust you.	여전히 널 믿어도 될지 모르겠군.
I'm still working on it.	아직 처리중이오.
I'm sure Alduin would be glad if everyone had that attitude.	모두가 그런 태도를 보인다면 알두인이 정말 기뻐하겠군요.
I'm sure we can work something out. (<Bribecost> gold)	이걸로 어떻게든 해결이 되지 않을까. (<Bribecost> 골드)
I'm sure.	확신하지.
I'm sure. I'll bring him back myself.	확신해. 내가 알아서 쏘럴드를 데려오지.
I'm sure. The Blades need new members.	물론. 블레이드는 새 구성원이 필요해.
I'm the Arch-Mage. It's 2,000 coins.	나는 대마법사니까. 그건 2,000 골드로 하자.
I'm the best at what I do.	내 일에선 최고야.
I'm the best.	내가 최고지!
I'm the Dragonborn.	난 드래곤본이다.
I'm the Jarl's Thane. I demand you let me go at once.	야를의 쎄인이다. 즉시 물러나라.
I'm the one the Blades have been searching for. I'm Dragonborn.	내가 블레이드에서 찾던 사람이오. 내가 드래곤본입니다.
I'm the Thane of Riften.	나는 리프튼의 쎄인이다.
I'm thinking of buying some armor. Any recommendations?	방어구를 사고 싶은데. 추천하는 게 있소?
I'm trapped in here!	여기 갇혀 버렸습니다!
I'm trying to find out who did this. I was hoping you'd help.	누가 이런 일을 했는지 찾고 있습니다. 당신이 도와주면 좋겠습니다.
I'm used to a little more quiet on my journeys.	여행중에는 조금 더 조용한 편이 좋은데.
I'm willing to pay. (<BribeCost> gold)	대가를 지불해 주지. (<BribeCost> 골드)
I'm with the College of Winterhold.	윈터홀드 대학 소속의 마법사.
I'm with the Guild. How about you look the other way? (<BribeCost> gold)	나는 길드원이야. 잠시 못본 척 하면 안될까? (<BribeCost> 골드)
I'm with the Guild. Is this enough to clear my bounty? (<Global=GuildCost> gold)	나는 길드원이야. 이 정도면 현상금을 없애는데 충분할까? (<Global=GuildCost> 골드)
I'm working on getting your amulet back.	아뮬렛을 찾는 중이오.
I've already been to the tomb. I have Olaf's Verse.	이미 무덤을 방문했고, 올라프 왕의 시를 가지고 있습니다.
I've already cleared Redbelly Mine.	이미 레드벨리 광산을 정리했소.
I've already got an animal with me, maybe next time.	이미 다른 동물이 있으니. 다음 기회에 보자.
I've avenged you and your mother.	너와 네 어머니의 복수를 했단다.
I've been better. And you?	좀 나아진 것 같군. 자네는?
I've been keeping her safe.	그녀가 안전하도록 지켜주고 있소.
I've been sent by Karliah.	칼라이아가 보내서 왔다.
I've been sent by Mara to aid you.	마라님이 당신을 도와주라고 보내서 왔소.
I've been sent here to kill you.	널 죽이기 위해 왔다.
I've been sent to resolve a dispute. (Brawl)	자네를 적당히 손 좀 봐주라더군. (싸움)
I've been thinking it over...	내가 생각을 좀 해봤는데...
I've been to the tomb. I have Olaf's Verse.	그 무덤에 가본 적이 있고, 올라프 왕의 시도 갖고 있습니다.
I've been told to kill you.	너를 죽이라더군.
I've been traveling all over. Even been to Helgen...	나는 모든 지역을 여행해 보았소.헬겐까지도...
I've brought a message from the Jarl of Whiterun.	화이트런의 야를이 보낸 전언을 가지고 왔소.
I've brought all the blood you require.	요청했던 모든 피를 모았소.
I've brought the Elder Scrolls.	엘더스크롤을 가져왔소.
I've brought the fragment.	그 조각을 가지고 왔소.
I've brought the materials you wanted. (Give stalhrim and ebony.)	원하던 재료를 구해 왔는데. (스탈림과 에보니를 주기.)
I've brought the ore sample from Filnjar.	필른냐르로부터 광석 표본을 받아 왔소.
I've brought the Phial, but it's damaged.	병을 가져왔지만, 망가져 있소.
I've brought this Crimson Nirnroot for you.	붉은 넌루트를 가져왔소.
I've brought you 20 jazbay grapes.	재즈베이 포도 20개를 가져왔소.
I've brought you <Alias=QuestItem>.	<Alias=QuestItem>를 가져 왔습니다.
I've brought your Sybil.	예언자를 데려왔소.
I've changed my mind. I'd like you to stay.	생각이 바뀌었다. 계속 머물러도 좋다.
I've cleansed the other four Stones.	나머지 4개의 바위를 정화했소.
I've cleared the beast's lair.	짐승들의 소굴은 깨끗이 정리되었소.
I've cleared the mine of spiders.	광산의 거미들을 전부 처리했소.
I've collected all the Amulets of Night Power.	'밤의 권능의 아뮬렛'을 모두 모았소.
I've collected all the Rings of Blood Magic.	피의 마법 반지을 모두 모았소.
I've collected some of the Edda for you.	에다를 찾아 왔습니다.
I've completed that bedlam job.	분탕질 일거리를 끝냈어.
I've completed that heist job.	강탈 일거리를 끝냈어.
I've completed the burglary job.	도둑질 일거리를 끝냈어.
I've completed the fishing job.	낚아채기 일을 끝냈다.
I've completed the numbers job.	장부 조작 일을 끝냈다.
I've completed the shill job.	누명 씌우기 일거리를 끝냈어.
I've completed the sweep job.	싹쓸이 일거리를 끝냈어.
I've dealt with Hermaeus Mora before. I've read the Oghma Infinium.	헤르메우스 모라를 만난 적이 있소. 오그마 인피니움을 읽었지.
I've dealt with the Draugr and found a way past the dead end.	드로거들을 처리하고 막힌 곳을 지나갈 수 있는 길을 찾았소.
I've dealt with the Draugr.	드로거를 처리했소.
I've decided to help you end the nightmares.	이 악몽을 끝낼 수 있도록 도와주기로 결심했소.
I've decided to help you protect Councilor Morvayn.	모베인 의원을 보호하는 걸 도와주겠소.
I've decided to turn myself in.	자수하기로 결정했소.
I've defeated the Draugr and located the missing miners. They're dead.	드로거들을 처리하고 실종된 광부들을 발견했지만. 이미 죽었더군.
I've defeated the guardian spirits.	수호자 영혼들을 물리쳤습니다.
I've defeated the guardian troll.	수호자 트롤을 물리쳤습니다.
I've defeated the guardians.	수호자들을 쓰러뜨렸습니다.
I've destroyed the <Alias=Vampire> at <Alias=Dungeon>.	<Alias=Dungeon>에서 <Alias=Vampire>을 죽였소.
I've destroyed the Ash Guardian.	화산재 수호자를 쓰러뜨렸소.
I've destroyed the vampire in the Jarl of <Alias=Capital>'s court.	<Alias=Capital>의 궁정의 흡혈귀를 없애 버렸소.
I've discovered a skooma dealer in Riften.	리프튼에서 스쿠마 거래상을 발견했습니다.
I've discovered the source of the skooma.	스쿠마의 공급처를 발견했습니다.
I've done it. I've fixed Pelagius' mind.	끝났군. 펠라지우스의 정신을 고쳤소.
I've earned my coin, I think.	돈을 받을 자격이 있다고 생각하는데.
I've finished that special Markarth job.	마르카스의 특별한 일거리를 끝냈다.
I've finished that special Solitude job.	솔리튜드의 특별한 작업을 끝냈다.
I've finished that special Whiterun job.	화이트런의 특별한 작업을 끝냈다.
I've finished that special Windhelm job.	윈드헬름의 특별한 작업을 끝냈다.
I've found a hagraven claw.	해그레이븐 발톱을 가져왔는데.
I've found a lost verse of the Poetic Edda.	에다에서 유실된 시를 찾았습니다.
I've found all of the Stones of Barenziah.	바렌자이아의 보석을 모두 찾았다.
I've found all the Stones of Barenziah.	바렌자이아의 보석을 전부 찾아냈다.
I've found Finn's Lute.	핀의 류트를 찾았습니다.
I've found Nettlebane for you.	네틀베인을 가져왔습니다.
I've found Sinderion's remains.	신데리온의 유해를 찾았소.
I've found the Crown of Barenziah.	바렌자이아의 왕관을 찾았다.
I've found the fire salts for your forge.	당신의 대장간에 쓸 화염소금 몇 개를 가져왔소.
I've found the ice wraith teeth.	얼음 망령 이빨을 찾았소.
I've found the journal of Skorm Snow-Strider.	스콤 스노우-스트라이더의 일지를 찾았소.
I've found this expedition journal.	이 탐험일지를 발견했는데.
I've found this scroll.	이 스크롤을 찾았는데.
I've found those amethysts for you.	자수정들을 찾아왔소.
I've found you a new steward.	새로운 집사를 찾아내었소.
I've found your daughter.	당신의 딸을 찾았다.
I've found your missing Folio.	당신이 잃어버린 한정판을 찾았소.
I've found your mother's notes.	당신 어머니의 연구 노트를 찾았어.
I've given away all the missives.	전부 나누어 주었습니다.
I've given out the Sadri's Sujamma as requested.	요청한 대로 사드리의 수자마를 나눠주었소.
I've got a Cure Disease potion.	질병치료 물약을 가져왔소.
I've got a daedra heart.	데이드라의 심장을 가져왔는데.
I've got a giant's toe.	거인의 발가락을 가져왔는데.
I've got a lot of Riekling spears. I hope it's enough. (Give spears.)	리클링 창을 많이 얻었는데. 이 정도면 충분할까. (창을 주기.)
I've got a sapling.	묘목을 하나 구했습니다.
I've got Azra's staff.	아즈라의 지팡이를 가져왔소.
I've got better things to do.	난 바쁜 사람이오.
I've got it. Don't cast Ash Guardian without a heart stone.	알겠군. 하트스톤 없이는 화산재 수호자 주문을 사용하지 말라.
I've got some juniper berries. (Give berries.)	향나무 열매를 좀 구했는데. (열매를 주기.)
I've got some money. Are you looking for a partner?	가진 돈이 좀 있는데. 동업자를 찾고있습니까?
I've got something for you, <Alias.ShortName=Child1>.	너에게 줄 선물이 있다, <Alias.ShortName=Child1>.
I've got something for you, <Alias.ShortName=Child2>.	너에게 줄 선물이 있다, <Alias.ShortName=Child2>.
I've got the Amulet	아뮬렛을 구했다.
I've got the cogs you asked for.	부탁했던 톱니를 가져왔습니다.
I've got the gems you asked for.	부탁했던 소울젬들을 가져왔소.
I've got the logbook.	항박일지를 찾았다.
I've got the plans.	계획서를 가져왔소.
I've got the sap.	수액을 가져왔습니다.
I've got the Soul Gem you were after.	그 소울젬을 구했소.
I've got things to do.	다른 할일이 있어.
I've got what I came for.	여기 온 목적을 달성했군.
I've had enough for now.	이미 충분해.
I've had enough of this.	충분히 참았소.
I've had my fair share of killing today.	오늘은 죽일 만큼 죽였습니다.
I've have some vampire dust.	흡혈귀 가루를 좀 가져왔는데.
I've heard about these murders.	이 살인사건들에 대해 들었소.
I've heard enough. You're dead.	시끄럽다. 죽어라.
I've heard enough. Your life ends now.	충분히 들었어. 당신은 이제 죽은 목숨이다.
I've heard of the House Telvanni of Morrowind.	모로윈드의 텔바니 가문에 대해 들어본 적이 있소.
I've heard of you. From Katria.	당신에 대해선 들었다. 카트리아에게 말이지.
I've heard there's trouble with your children.	자녀에게 문제가 생겼다고 들었소.
I've heard you dabble in necromancy.	당신이 강령술을 취미삼아 있혔다던데.
I've heard you might know what Faleen likes.	팔린이 좋아하는게 어떤건지 당신이 알고 있다던데.
I've heard you're an expert in vampirism.	당신이 흡혈귀 전문가라는 말을 들었는데.
I've heard your request. Release me.	당신의 요청을 들었으니 이제 나를 풀어주시오.
I've helped your people as you asked.	부탁하신 대로 주민들을 도와주었습니다.
I've helped your people.	당신의 주민들을 도와주었습니다.
I've inscribed the lexicon.	고대사전에 기록을 담아왔소.
I've killed dozens like you. (Persuade)	당신 같은 자는 십수 명은 죽여봤지. (설득)
I've killed Haldyn.	할딘을 죽였다.
I've killed Nimhe.	님히를 죽였소.
I've killed the Dawnguard leaders.	던가드의 지도자를 죽였소.
I've killed the Dawnguard masquerading as a <Alias=Target>.	<Alias=Target>처럼 변장한 던가드 요원을 죽였다.
I've killed the leader of <Alias=BanditCamp>.	<Alias=BanditCamp>의 우두머리를 제거했습니다.
I've killed the vampire masquerading as a <Alias=Target>.	<Alias=Target> (으)로 변장한 흡혈귀를 죽였소.
I've located Grimsever.	그림세버를 찾았다.
I've made my peace. I'm ready.	나는 아주 평온한 상태야. 준비 되었어.
I've never heard of it.	한번도 들어본 적이 없는데.
I've never quite understood exactly what the Justiciars do.	사법 재판관들이 정확히 뭘 하는지는 모르겠는데.
I've placed the horn at the shrine.	성소에 뿔피리를 두고 왔소.
I've planted the contraband on the Dainty Sload.	데인티 슬로드에 밀수품을 심고 왔다.
I've proven my value to him.	내 가치를 증명했는데.
I've purchased a home and furnished it. Can I adopt a child now?	집과 가구를 전부 준비했다. 이제 아이를 입양할 수 있나?
I've purchased Honeyside.	허니사이드를 구입했습니다.
I've reconsidered your offer. I'll do it.	제안을 생각해 봤다. 내가 하지.
I've recovered all of Arondil's Journals.	당신 운이 좋은가 본데.
I've rescued <Alias=Prisoner> from <Alias=Dungeon>.	<Alias=Dungeon>에서 <Alias=Prisoner> 을 구출했소.
I've retrieved the <Alias=Item> from <Alias=Dungeon>.	<Alias=Dungeon>에서 <Alias=Item>을 되찾아 왔소.
I've retrieved the scroll.	스크롤을 찾아왔는데.
I've returned with the courier's package.	전령의 짐을 가지고 돌아왔소.
I've returned you home, as promised.	약속한대로 당신의 집까지 호위해주었소.
I've returned.	돌아왔소.
I've run across these Alik'r before. I know where they're hiding.	전에 알리키어와 만난 적이 있어. 그들이 숨어있는 곳을 알고있지.
I've saved her from your foolish plan.	당신의 바보같은 계획에서 그녀를 구해냈소.
I've seen Miraak.	미락을 본 적이 있습니다.
I've seen that dragon before, the one that got away.	저 드래곤 본 적이 있는데, 날아가버린 말이야.
I've seen the woman you're looking for.	당신이 찾던 여자를 보았소.
I've seen whole packs of dogs.	한 무리의 개를 보았지만.
I've sharpened the Iron Dagger.	철 단검을 날카롭게 갈았소.
I've spoken to the witnesses.	목격자와 대화를 해 보았소.
I've struck a deal with Ri'saad.	리'사드와 거래했다.
I've taken care of Potema.	포테마를 처리했소.
I've taken care of the disturbance.	그 문제는 이미 처리했습니다.
I've taken care of the problem.	내가 문제를 해결했소.
I've tempered the Hide Helmet.	생가죽 투구를 강화했소.
I've tested your scrolls.	마법 주문서들을 시험해 봤어.
I...  I don't know. It happened so fast.	난... 잘 모르겠어. 너무 갑자기 일어난 일이라.
I... hadn't thought of that.	그런 생각은 미처 못 했다.
I... hadn't thought of that. I own a house, but I don't have a room for them.	그 생각은 못 했군. 집만 있지 아이들을 위한 공간은 없다.
I... No, I can't see you. Not at all.	음... 아니오, 전혀 보이지 않는군요.
Ice and Chitin	얼음과 키틴
Ice Bite	얼음 이빨
Ice Cloak	얼음 망토
Ice Cloak Freeze	서리 망토
Ice Cold	얼음처럼 차가운
Ice Form	빙결화
Ice Mage	얼음 마법사
Ice Mage Adept	숙련된 얼음 마법사
Ice Pile	얼음가루 더미
Ice Spike	얼음 창
Ice Storm	얼음의 형상
Ice Terror	얼음 공포
Ice Vine	얼음 포도덩굴
Ice Volley	냉기 일제 사격
Ice Wizard	얼음 마도사
Ice Wolf	설원 늑대
Ice Wolf Pelt	모피 - 설원늑대
Ice Wraith	얼음 망령
Ice Wraith Bane	독 - 얼음 망령 독소
Ice Wraith Essence	얼음 망령 추출물
Ice Wraith Teeth	얼음 망령 이빨
Icerunner Chest	아이스러너 호의 상자
Icewater Jetty	얼음물 방파제
Icy Spear	얼음 창
Iddra	이드라
Iddra wants you to forget about all that coin you owe.	이드라가 네가 빌린 돈은 그냥 잊어버리라고 했어.
Ideas?	뭔가 제안이라도?
Identify Riften's skooma dealer	리프튼의 스쿠마 판매상이 누구인지 알아내기
Identify Sabjorn's silent partner	사비욘의 '익명의 동업자'가 누구인지 알아내기
Identify the buyer and we'll forget what we know. (Persuade)	그 구매자가 누군지 확인한 뒤에, 전부 잊어버리면 되지. (설득)
Identify the Crystal Shard	크리스털 조각을 찾기
Idesa Sadri	이데사 사드리
Idgrod	이드그로드
Idgrod Ravencrone	이드그로드 레이븐크론
Idgrod the Younger	젊은 이드그로드
Idgrod's Note	이드그로드의 쪽지
Idolaf	아이돌라프
Idolaf Battle-Born	아이돌라프 배틀-본
Ienth Farm	아이엔스 농장
Ienth Farmhouse Key	열쇠 - 아이엔스 농가
If anyone falls, it will be you.	죽기로 결정된 건, 네놈이 될 거다.
If he's betrayed us, I'll kill him.	놈이 배신한 거라면, 죽여야지.
If I didn't know better, I'd say you were trying to kill me.	자세하게 알지 못했다면, 당신이 날 죽이려 했다고 생각했을거야.
If I do, will you tell me who set the fire?	내가 찾으면 누가 화재를 일으켰는지 말해 줄래?
If I find a copy, I'll bring it to you.	만약 사본을 찾으면 가져다 주지.
If I find one, I'll bring it to you.	만약에 찾아낸다면, 당신에게 가져오지.
If I find this crystal you're looking for. Will you help me?	만약에 내가 크리스털을 찾아낸다면, 나를 도와주겠소?
If I get information from Gulum-Ei, what then?	걸럼-아이에게서 정보를 얻고 난 뒤에는?
If I leave the Soul Cairn, can I safely return?	내가 밖으로 나갔다가, 소울 케언으로 무사히 돌아올 수도 있소?
If I see it, I'll bring it to you.	그것을 찾으면 당신에게 가져다 주지.
If it will help the cause...	그게 도움이 된다면...
If it's fixed, then it's mine.	이게 고쳐진거라면 내가 가지지.
If Maven already threw you in jail, why steal her horse?	메이븐이 벌써 당신을 감옥에 잡아넣었는데, 왜 말을 훔치려는 겁니까?
If she made it there, we'll find her.	거기로 간거라면, 가서 찾아야겠군.
If target dies within <dur> seconds, fills a soul gem.	<dur> 초 안에 목표가 죽으면 그 영혼을 빈 소울젬에 담습니다.
If target dies within <dur> seconds, it fills a soul gem.	<dur> 초 안에 목표가 죽으면 그 영혼을 빈 소울젬에 담습니다.
If the parties bore you, why attend them?	연회가 지루하다면서 왜 참석하는 건가?
If the Shout is lost, how can I defeat Alduin?	그 함성이 사라졌다면, 무슨 방법으로 알두인을 물리쳐야합니까?
If there's more gold where that came from, I'm in.	더 좋은 돈 벌이가 있다면, 나도 끼지.
If this is dangerous, then why don't you do something about it?	그렇게 위험하다면서, 왜 아무것도 하지 않는 겁니까?
If Thorald is alive, where is he?	쏘럴드가 살아있다면 어디에 있지?
If we do, he'll have to die.	만나러 가면, 하콘은 반드시 죽게 될 거야.
If you believe in Talos, why don't you join our cause?	탈로스를 믿는다면 우리와 함께 하는 것이 어떤가?
If you don't get away from me right now, I may kill you myself.	당장 꺼지지 않으면, 내 손으로 죽여 버린다.
If you hadn't killed them, they would have killed you.	놈들을 죽이지 않았으면, 자네가 죽었을 거야.
If you have an enchanted weapon equipped, its current enchantment level is shown above your Stamina bar or Magicka bar.	당신이 마법부여된 무기를 장비하고 있다면, 그 무기에 충전되어 있는 상태가 나타납니다. 왼손의 무기는 매지카 막대 위, 오른손의 무기는 지구력 막대 위에 표시됩니다.
If you need a sigil stone, why aren't you doing this?	시질 스톤이 필요하다면, 왜 스스로 하지 않습니까?
If you tell me where it is, I can get it for you.	어디 있는지 알려준다면 내가 가져올 수 있소.
If you want me to keep quiet, it's going to cost you.	내가 입 다물고 있길 원한다면, 돈이 좀 들 텐데.
If you want to cure yourself, I'll support you.	자신을 치료하고 싶다면 내가 도와주지.
If you were dead I could keep the horse.	네가 죽는다면, 내가 말을 가져도 되겠는데.
If you were dead, I could keep the horse... (Intimidate)	네가 죽는다면, 내가 말을 가져도 되겠는데... (위협)
If you would like to adopt an orphan from the Orphanage, speak to Constance Michel.	고아원에서 입양하고 싶은 경우에는 콘스턴스 미쉘과 이야기를 해 보세요.
Igmund	이그문드
Ignite	점화
Ignore	무시
Ilas-Tei	일라스-테이
Ilas-Tei's Ring	일라스-테이의 반지
Ildari is dead.	일다리는 죽었소.
Ildari Sarothril	일다리 사로딜
Ildari's Journal	일다리의 일기
Ildari's Journal, vol. I	일다리의 일기 제 1권
Ildari's Journal, vol. II	일다리의 일기 제 2권
Ildari's Journal, vol. III	일다리의 일기 제 3권
Ildari's Sarcophagus	일다리의 석관
Ildari? What can you tell me about her?	일다리? 좀 더 알려줄 수 있나?
Ildene	일딘
Ildene's Wardrobe	일딘의 옷장
Ilinalta's Deep	일리날타의 심처
Ilinalta's Deluge	일리날타의 폭주
Ill Met By Moonlight	달빛 아래에서의 불길한 만남
Illdi	일디
Illia	일리아
Illusion	환영마법
Illusion Dual Casting	환영마법 이중 시전
Illusion Perks	환영마법 퍽
Illusion Ritual Spell	환영 의식 마법
Illusion spells are <mag>% stronger for <dur> seconds.	<dur> 초 동안 환영마법의 위력이 <mag>% 증가합니다.
Illusion spells cost <mag>% less to cast.	환영마법의 매지카 소모량이 <mag>% 감소합니다.
Illusion Staff	환영마법 지팡이
Illusory War Axe	환각의 도끼
Imbued Spider	얼룩진 거미
Imbuing Chamber	작업용 용기
Imbuing Switch	염색 스위치
Imedhnain	아이메드네인
Imitation Amnesty	위조 사면
Immortal Blood	불사의 피
Imp Stool	임프 버섯
Imp Stool (4)	임프 버섯 (4)
Impact	충격파
Impatience of a Saint	성인의 조바심
Imperial	임페리얼
Imperial Archer	제국군 궁수
Imperial Armor	제국군 방어구
Imperial Armor of Dwindling Frost	제국군 방어구 - 중급 냉기 저항
Imperial Armor of Health	제국군 방어구 - 하급 체력 증가
Imperial Armor of Major Health	제국군 방어구 - 중급 체력 증가
Imperial Armor of Minor Health	제국군 방어구 - 최하급 체력 증가
Imperial Armor of the Knight	제국군 방어구 - 하급 중갑
Imperial Armor of the Major Knight	제국군 방어구 - 중급 중갑
Imperial Armor of the Major Squire	제국군 방어구 - 중급 경갑
Imperial Armor of the Minor Knight	제국군 방어구 - 최하급 중갑
Imperial Armor of the Minor Squire	제국군 방어구 - 최하급 경갑
Imperial Armor of the Squire	제국군 방어구 - 하급 경갑
Imperial Boots	제국군 전투화
Imperial Boots of Dwindling Flames	제국군 전투화 - 중급 화염 저항
Imperial Boots of Dwindling Frost	제국군 전투화 - 중급 냉기 저항
Imperial Boots of Dwindling Shock	제국군 전투화 - 중급 전격 저항
Imperial Boots of Hauling	제국군 전투화 - 하급 운반 증가
Imperial Boots of Lifting	제국군 전투화 - 최하급 운반 증가
Imperial Boots of Major Sneaking	제국군 전투화 - 중급 은신
Imperial Boots of Minor Sneaking	제국군 전투화 - 최하급 은신
Imperial Boots of Resist Fire	제국군 전투화 - 최하급 화염 저항
Imperial Boots of Resist Frost	제국군 전투화 - 최하급 냉기 저항
Imperial Boots of Resist Shock	제국군 전투화 - 최하급 전격 저항
Imperial Boots of Sneaking	제국군 전투화 - 하급 은신
Imperial Boots of Strength	제국군 전투화 - 중급 운반 증가
Imperial Boots of Waning Fire	제국군 전투화 - 하급 화염 저항
Imperial Boots of Waning Frost	제국군 전투화 - 하급 냉기 저항
Imperial Boots of Waning Shock	제국군 전투화 - 하급 전격 저항
Imperial Bow	제국군 활
Imperial Bow of Arcing	제국군 활 - 하급 전격
Imperial Bow of Binding	제국군 활 - 중급 소울 트랩
Imperial Bow of Burning	제국군 활 - 하급 화염
Imperial Bow of Chills	제국군 활 - 최하급 냉기
Imperial Bow of Cowardice	제국군 활 - 하급 공포
Imperial Bow of Diminishing	제국군 활 - 중급 매지카 피해
Imperial Bow of Dismay	제국군 활 - 최하급 공포
Imperial Bow of Draining	제국군 활 - 하급 매지카 피해
Imperial Bow of Embers	제국군 활 - 최하급 화염
Imperial Bow of Fatigue	제국군 활 - 최하급 지구력 피해
Imperial Bow of Fear	제국군 활 - 중급 공포
Imperial Bow of Frost	제국군 활 - 하급 냉기
Imperial Bow of Ice	제국군 활 - 중급 냉기
Imperial Bow of Sapping	제국군 활 - 최하급 매지카 피해
Imperial Bow of Scorching	제국군 활 - 중급 화염
Imperial Bow of Shocks	제국군 활 - 중급 전격
Imperial Bow of Soul Snares	제국군 활 - 하급 소울 트랩
Imperial Bow of Souls	제국군 활 - 최하급 소울 트랩
Imperial Bow of Sparks	제국군 활 - 최하급 전격
Imperial Bow of Torpor	제국군 활 - 중급 지구력 피해
Imperial Bow of Weariness	제국군 활 - 하급 지구력 피해
Imperial Bracers	제국군 손목 보호대
Imperial Bracers of Alchemy	제국군 손목 보호대 - 하급 연금술
Imperial Bracers of Alteration	제국군 손목 보호대 - 하급 변화마법
Imperial Bracers of Archery	제국군 손목 보호대 - 하급 궁술
Imperial Bracers of Conjuring	제국군 손목 보호대 - 하급 소환마법
Imperial Bracers of Deft Hands	제국군 손목 보호대 - 하급 소매치기
Imperial Bracers of Destruction	제국군 손목 보호대 - 하급 파괴마법
Imperial Bracers of Lockpicking	제국군 손목 보호대 - 하급 잠금해제
Imperial Bracers of Major Alchemy	제국군 손목 보호대 - 중급 연금술
Imperial Bracers of Major Alteration	제국군 손목 보호대 - 중급 변화마법
Imperial Bracers of Major Archery	제국군 손목 보호대 - 중급 궁술
Imperial Bracers of Major Conjuring	제국군 손목 보호대 - 중급 소환마법
Imperial Bracers of Major Deft Hands	제국군 손목 보호대 - 중급 소매치기
Imperial Bracers of Major Destruction	제국군 손목 보호대 - 중급 파괴마법
Imperial Bracers of Major Lockpicking	제국군 손목 보호대 - 중급 잠금해제
Imperial Bracers of Major Smithing	제국군 손목 보호대 - 중급 제련
Imperial Bracers of Major Sure Grip	제국군 손목 보호대 - 중급 양손무기
Imperial Bracers of Major Wielding	제국군 손목 보호대 - 중급 한손무기
Imperial Bracers of Minor Alchemy	제국군 손목 보호대 - 최하급 연금술
Imperial Bracers of Minor Alteration	제국군 손목 보호대 - 최하급 변화마법
Imperial Bracers of Minor Archery	제국군 손목 보호대 - 최하급 궁술
Imperial Bracers of Minor Conjuring	제국군 손목 보호대 - 최하급 소환마법
Imperial Bracers of Minor Deft Hands	제국군 손목 보호대 - 최하급 소매치기
Imperial Bracers of Minor Destruction	제국군 손목 보호대 - 최하급 파괴마법
Imperial Bracers of Minor Lockpicking	제국군 손목 보호대 - 최하급 잠금해제
Imperial Bracers of Minor Smithing	제국군 손목 보호대 - 최하급 제련
Imperial Bracers of Minor Sure Grip	제국군 손목 보호대 - 최하급 양손무기
Imperial Bracers of Minor Wielding	제국군 손목 보호대 - 최하급 한손무기
Imperial Bracers of Smithing	제국군 손목 보호대 - 하급 제련
Imperial Bracers of Sure Grip	제국군 손목 보호대 - 하급 양손무기
Imperial Bracers of Wielding	제국군 손목 보호대 - 하급 한손무기
Imperial Captain	제국군 장교
Imperial Condolences	제국군의 조의
Imperial Courier	제국군 전령
Imperial Deserter	제국군 탈영병
Imperial Documents	제국군 문서
Imperial Field Legate	제국군 야전 군단장
Imperial General	제국군 장군
Imperial Guard	제국군 경비병
Imperial Guard Jailor	제국군 경비병 간수
Imperial Helmet	제국군 투구
Imperial Helmet of Alchemy	제국군 투구 - 하급 연금술
Imperial Helmet of Alteration	제국군 투구 - 하급 변화마법
Imperial Helmet of Archery	제국군 투구 - 하급 궁술
Imperial Helmet of Conjuration	제국군 투구 - 하급 소환마법
Imperial Helmet of Destruction	제국군 투구 - 하급 파괴마법
Imperial Helmet of Illusion	제국군 투구 - 하급 환영마법
Imperial Helmet of Magicka	제국군 투구 - 하급 매지카 증가
Imperial Helmet of Major Alchemy	제국군 투구 - 중급 연금술
Imperial Helmet of Major Alteration	제국군 투구 - 중급 변화마법
Imperial Helmet of Major Archery	제국군 투구 - 중급 궁술
Imperial Helmet of Major Conjuration	제국군 투구 - 중급 소환마법
Imperial Helmet of Major Destruction	제국군 투구 - 중급 파괴마법
Imperial Helmet of Major Illusion	제국군 투구 - 중급 환영마법
Imperial Helmet of Major Restoration	제국군 투구 - 중급 회복마법
Imperial Helmet of Minor Alchemy	제국군 투구 - 최하급 연금술
Imperial Helmet of Minor Alteration	제국군 투구 - 최하급 변화마법
Imperial Helmet of Minor Archery	제국군 투구 - 최하급 궁술
Imperial Helmet of Minor Conjuration	제국군 투구 - 최하급 소환마법
Imperial Helmet of Minor Destruction	제국군 투구 - 최하급 파괴마법
Imperial Helmet of Minor Illusion	제국군 투구 - 최하급 환영마법
Imperial Helmet of Minor Magicka	제국군 투구 - 최하급 매지카 증가
Imperial Helmet of Minor Restoration	제국군 투구 - 최하급 회복마법
Imperial Helmet of Restoration	제국군 투구 - 하급 회복마법
Imperial Legion	임페리얼
Imperial Letter	제국군 편지
Imperial Light Armor	제국군 경갑 방어구
Imperial Light Boots	제국군 경갑 전투화
Imperial Light Bracers	제국군 경갑 손목 보호대
Imperial Light Helmet	제국군 경갑 투구
Imperial Light Helmet of Alchemy	제국군 경갑 투구 - 하급 연금술
Imperial Light Helmet of Alteration	제국군 경갑 투구 - 하급 변화마법
Imperial Light Helmet of Conjuration	제국군 경갑 투구 - 하급 소환마법
Imperial Light Helmet of Destruction	제국군 경갑 투구 - 하급 파괴마법
Imperial Light Helmet of Illusion	제국군 경갑 투구 - 하급 환영마법
Imperial Light Helmet of Magicka	제국군 경갑 투구 - 하급 매지카 증가
Imperial Light Helmet of Major Alchemy	제국군 경갑 투구 - 중급 연금술
