Source	Target
Kaiser's got the sample. Time to get to the bottom of this.	카이저가 샘플을 입수했다. 진실을 밝혀낼 때다.
Kaiser's got them in cold storage.	카이저가 샘플들을 냉동 보관하고 있어요.
Kaiser's mission is now complete. I should talk to him about getting off this rock.	카이저의 임무가 완료되었다. 이제 이 행성을 떠날 수 있는 건지 물어봐야 한다.
Kaiser, any chance there's a shipping manifest in that new data of yours?	카이저, 새로 발견한 자료에 선적 물품 목록이 있을 가능성은 없을까?
Kaiser, can you extract the sample without killing it?	카이저, 죽이지 않고 샘플을 추출할 수 있어?
Kaiser, I think you're on the fritz. You're not seriously suggesting we fight an actual Xenoweapon.	카이저, 너 어디 고장난 것 같네. 진짜로 외계생물병기와 싸우자는 말은 아니겠지.
Kaiser, I'm swamped. Any chance you could get me a cup of coffee?	카이저, 정신이 없는데. 커피 한 잔 줄래?
Kaiser, kick it off.	카이저, 시작해.
Kaiser, my freezer's been on the fritz. Is there any way you could store something for me?	카이저, 내 냉동고가 고장났어. 내것 좀 보관해 줄래?
Kaiser, Percival, everything green on your ends?	카이저, 퍼시벌, 준비 다 됐나요?
Kaiser, see if you can't find another way to get it open.	카이저, 문을 열 수 있는 다른 방법이 있는지 알아봐 줘.
Kaiser, the galaxy is at risk here. That takes precedent over whatever your current mission is.	카이저, 은하계가 위험에 처해 있어. 지금 임무보다 이 임무가 급하다고.
Kaiser, the galaxy needs your help stopping Terrormorph attacks.	카이저, 테러모프 습격을 막기 위해 은하계가 너의 도움을 필요로 해.
Kaiser, we close enough for you to dial in the location of those samples from here?	카이저, 우리가 샘플 위치를 정확히 알아낼 수 있을 만큼 가까이 왔어?
Kaiser, you want to do the honors?	카이저, 시작은 네가 하는 게 어때?
Kaiser, you... you're right. There's an entrance just outside the plant.	카이저, 네... 네 말이 맞아. 공장 바로 밖에 입구가 있어.
Kaiser. Get us into the spaceport?	카이저. 우주항으로 안내해 줄래?
Kaiser. This flora. This is Lazarus Plant, isn't it?	카이저. 이 식물. 라자루스지? 맞지?
Kaiser? No bot around here with that tag...	카이저? 여기에 그런 태그가 붙은 로봇은 없는데...
Kalinda and I want to move somewhere else worse than bad.	저와 칼린다는 다른 데로 이사 가고 싶어 미칠 지경이에요.
Kalira	칼리라
Kalyani Barman	칼야니 바르만
Kalyani Sahu	칼야니 사후
Kaminski	카민스키
Kamryn Clacher	캠린 클레이처
Kang	캉
Kang I	캉 I
Kang II	캉 II
Kang III	캉 III
Kang IV	캉 IV
Kang IV-a	캉 IV-a
Kang IV-b	캉 IV-b
Kang IV-c	캉 IV-c
Kang V	캉 V
Kang VI	캉 VI
Kang VI-a	캉 VI-a
Kang VII	캉 VII
Kang VII-a	캉 VII-a
Kang VII-b	캉 VII-b
Kang VII-c	캉 VII-c
Kang VII-d	캉 VII-d
Kang VIII	캉 VIII
Kang VIII-a	캉 VIII-a
Kang VIII-b	캉 VIII-b
Kang VIII-c	캉 VIII-c
Kang VIII-d	캉 VIII-d
Kao.	아니여.
Kapteyn I	캅테인 I
Kapteyn II	캅테인 II
Kapteyn's Star	캅테인의 별
Karija Ma'leen	카리자 마린
Karl	칼
Karl Fielding	칼 필딩
Karl's convinced every single person we meet is out to get us.	우리가 마주치는 사람마다 다 우리를 해치려 한다고 칼이 그러더라고.
Karolina	캐롤리나
Karolina Gortat	캐롤리나 고르타트
Karson	칼슨
Karson Endler	칼슨 엔들러
Kasper Haugen	카스퍼 호건
Kasper Olsen	카스퍼 올슨
Kate	케이트
Kate Foley	케이트 폴리
Kate'll make sure your room is kept clean as a whistle your whole stay.	머무시는 동안 케이트가 방을 깨끗이 청소해 줄 거예요.
Kate? Hold up.	케이트? 잠깐만.
Katherine Luzion	캐서린 루지온
Katherine Luzion keeps demanding we look into her husband's "murder." Murder, yeah right. Hysterical old broad.	캐서린 루지온이 자꾸 남편 '살인 사건’을 조사하라고 떼를 씁니다. 살인? 말도 안 되죠. 히스테리 걸린 늙은이 같으니.
Katheryn Edison	캐서린 에디슨
Katheryn Evans	캐서린 에반스
Katheryn Suri	캐서린 수리
Katydid	케이티디드
Katydid I	케이티디드 I
Katydid I-a	케이티디드 I-a
Katydid I-b	케이티디드 I-b
Katydid II	케이티디드 II
Katydid III	케이티디드 III
Kavi Patel	카비 파텔
Kavi Suri	카비 수리
Kaviil Fahrzanas	캐빌 파흐자나스
Kaviil said I should give it to him for safekeeping. So I did. Maybe he'll let you have it.	캐빌 아저씨가 잘 보관해야 하니까 달라고 했죠. 그래서 줬어요. 아저씨한테 물어보세요.
Kavnyk	카브닉
Kavnyk I	카브닉 I
Kavnyk I-a	카브닉 I-a
Kavnyk I-c	카브닉 I-c
Kavnyk II	카브닉 II
Kavnyk II-a	카브닉 II-a
Kavnyk II-b	카브닉 II-b
Kavnyk II-c	카브닉 II-c
Kavnyk II-d	카브닉 II-d
Kavnyk II-e	카브닉 II-e
Kay	케이
Kay Mason	케이 메이슨
Kay's Apartment Key	케이의 아파트 열쇠
Kay's food is as close to homecookin' as you'll find around here.	케이네 음식은 이 주변에서 가장 집밥 같은 음식이죠.
Kay's food is the best in the Well, so it wouldn't surprise me.	케이네 집밥의 요리는 더 웰 지구에서 최고니까. 당연히 그렇지.
Kay's House	케이네 집밥
Kay's Place	케이네 집밥
Kay's place is like a second home. Problem is, I don't really have a first.	케이네 집밥은 두 번째 집 같은 곳이에요. 문제는, 첫 번째 집이 없다는 거죠.
Kay's Place Vendor Storage	케이네 집밥 상인 보관함
Kaylin's Research Base	칼린의 연구 기지
Kazarah	카자라
KE-20 Cannon	KE-20 함포
KE-20A Autocannon	KE-20A 기관포
KE-20A cannon	KE-20 함포
KE-31 Cannon	KE-31 함포
KE-31A Autocannon	KE-31A 기관포
KE-42 Cannon	KE-42 함포
KE-42 Cannon Turret	KE-42 함포 포탑
KE-42A Autocannon	KE-42A 기관포
KE-42A cannon	KE-42A 함포
KE-49 Cannon	KE-49 함포
KE-49A Autocannon	KE-49A 기관포
KE-49A cannon	KE-49A 함포
Keavy	키비
Keavy Andreas	키비 안드레아스
Keelhauler	킬하울러
Keep 'em here on lookout.	여기서 망 보라고 해.
Keep 'em locked!	조준 상태를 유지해!
Keep 'em pinned down!	적의 발을 묶어놔라!
Keep a cool head, don't let them outsmart us.	침착하게, 저들에게 속지 마.
Keep a look out. Notify us if you see anything suspicious.	뭐든지 잘 살펴. 뭔가 수상한 것을 발견하면 우리에게 보고해.
Keep an eye on those pockets, kid. Neon's crawling with thieves.	주머니 조심해, 꼬마야. 네온엔 도둑들이 우글거려.
Keep an eye on your blood pressure here. If you feel woozy, we should take a break or just leave.	여기선 혈압을 조심해야 해. 혹시 어지러우면 잠깐 쉬거나, 아예 떠나야 해.
Keep an eye on your corrosive meter. Mine's just redlined.	부식 측정기에서 눈을 떼지 마. 나한테도 경고가 떴으니까.
Keep an eye on your O2 levels, Captain.	산소 수치 잘 확인하세요. 선장님.
Keep an eye on your suit's filtration levels.	우주복의 여과 수치에 눈을 떼지 마.
Keep an eye on your valuables. If you can't protect your own, you don't belong here.	귀중품 잘 간수해요. 자기 물건도 못 지킨다면 여기 있을 자격이 없으니까.
Keep an eye out below us. Just in case.	아래쪽 잘 살펴. 혹시 모르잖아.
Keep an eye out for armed resistance and automated defenses.	무장한 적들과 방어 수단들을 조심하도록 해.
Keep an eye out for Ashta. At least you can see them coming. Unlike Cataxi.	아쉬타를 조심하세요. 적어도 그 사람들은 오는 게 보이니까요. 카탁시와는 달리.
Keep an eye out for bounty hunters.	현상금 사냥꾼을 조심해.
Keep an eye out for lifeforms around here, boss.	대장, 주변의 생명체에 주의하세요.
Keep an eye out for Neon Security, they're strict as hell.	네온 경비대 조심해. 엄청 깐깐하거든.
Keep an eye out for pirates, make sure smuggling's kept to a minimum, occasional rescue job out in the debris fields.	해적을 감시하고, 최대한 밀수를 적발하고, 가끔씩 파편 지대에서 구조 작업이나 하는 정도죠.
Keep an eye out for sharks in the water while we're here...	여기 있는 동안 물 속의 상어들을 조심해...
Keep an eye out for traps left by the retreating troops.	후퇴한 부대가 함정을 설치했을 수 있으니까 잘 봐.
Keep an eye out, this creature's lair might have some unexpected goodies.	잘 살펴봐. 이런 생물 둥지에는 뜻밖의 선물이 있을 수도 있어.
Keep Armory	본성 무기고
Keep at it. If just one unbeliever is converted, you will have done the Great Serpent a service.	계속 전파해라. 불신자가 한 명이라도 개종한다면, 위대한 뱀께 큰 공을 세우는 것이다.
Keep away from me.	저리 떨어져.
Keep away from the equipment. We don't have a medic on staff.	장비에서 떨어져. 우리한텐 의료진이 없거든.
Keep away from the walls. They don't look that secure in some places...	방벽에서 멀리 떨어지세요. 일부 지역은 그다지 안전해 보이지 않아요...
Keep barking, little dog. We're the top dogs around here.	계속 짖어 봐, 강아지야. 여기선 우리 짖는 소리가 제일 크거든.
Keep both eyes on the back while you're out there. Make sure those Starborn don't creep up on you.	나가 있을 땐 등 뒤를 잘 살펴봐. 스타본이 숨어들 수도 있으니까.
Keep collecting the Artifacts. We'll meet again.	유물을 계속 수집해라. 다시 만나게 될 거다.
Keep coming back to one thing. Both of these Starborn, they're people you know.	계속 한 가지가 마음에 걸려. 그 스타본 둘 다 네가 아는 사람이잖아.
Keep Constellation off your hit list, and we'll get along fine.	컨스텔레이션을 네 표적 목록에서 빼기만 하면, 우린 서로 잘 지낼 수 있을 거야.
Keep cool. There is no need for such temperatures.	진정해. 그럴 필요는 없잖아.
Keep doing that and you'll land us in prison.	계속 그러다간 우리 다 감옥에 가고 말겠어.
Keep doing what we've been doing. Right. Glad I asked.	계속 하던 일을 하자는 거잖아. 대단해. 물어보길 잘했네.
Keep doing what you're doing.	하던 일 계속 하도록.
Keep fighting...the good fight...for me...	나 대신... 정의를 위해... 계속 싸워...
Keep firing on 'em!	적에게 계속 쏴라!
Keep firing!	계속 쏴!
Keep firing! Don't let them through!	계속 쏴! 절대 통과하게 둬선 안 돼!
Keep flapping your lips, you ain't changing my mind.	계속 입 털어봤자 내 생각은 바뀌지 않아.
Keep going!	쭉 가!
Keep going.	계속하시지.
Keep going. All the way to the end.	계속 가요. 끝까지 쭉 가세요.
Keep going. Almost done.	계속 가. 거의 다 왔어.
Keep hammering away. The Fleet's done, but their embers are still out there. Let's snuff 'em out.	계속 찾아봐. 크림슨 함대를 무너뜨렸다고 해도 불씨는 여전히 타오르고 있어. 완전히 꺼버리자.
Keep her pinned!	제압사격 해!
Keep him pinned!	제압사격 계속해!
Keep ignoring me, and I'll drag your ass in. You hear me?	계속 무시하면 끌고 갈 거예요. 알겠어요?
Keep in mind that scans of living creatures will have the most usable data.	살아있는 생물들의 스캔이 가장 사용 가능한 데이터를 줄 거라는 걸 명심해 주세요.
Keep in mind that we're only hunting for data right now. Scans from live creatures are best.	지금은 데이터만 찾고 있다는 걸 명심해 주세요. 살아있는 생물들의 스캔이 가장 좋아요.
Keep in mind we're not threatening to board you. We're asking. The distinction is rather important.	우린 승선하기 위해 당신을 협박하고 있는 게 아니야. 부탁하는 거야. 이건 정말 큰 차이야.
Keep in mind you have brakes.	브레이크 있다는 거 잊지 마.
Keep it civil. Or we will.	질서를 지키십쇼. 아니면 지키게 해드리죠.
Keep it classy for appearance's sake.	체면을 위해서라도 품위를 지켜야죠.
Keep it comin'!	계속 주세요!
Keep it moving, keep it moving.	계속 움직여, 계속 움직이라고.
Keep it moving.	이동하세요.
Keep it on the lower setting until you want to shift, and you should be able to avoid any more accidents.	즉 전이 준비가 될 때까지 설정을 낮게 유지하면 되는 거죠. 현상을 통제할 수 있겠어요.
Keep it quick and don't waste my free cycles.	빨리 하고 내 여유 시간을 낭비하지 마.
Keep it quick. I'm not big on small talk.	간단히 해. 난 잡담은 안 좋아해.
Keep it simple or keep to yourself, and everyone will be happy.	단순하게 살거나 혼자 있으면, 모두가 행복해질 거예요.
Keep it simple. There shouldn't be much need for improvisation here.	간결하게 행동하세요. 여기선 즉흥적으로 행동해야 할 일이 별로 없을 거예요.
Keep it slow and steady when driving through water like this.	이렇게 물 위에서 운전할 거면 천천히 안전하게 가.
Keep it together, fall back.	모두 모여, 후퇴한다.
Keep it together. Keep it together.	같이, 떨어지지 말고...
Keep it up!	계속 쏴!
Keep it up, Captain!	계속 그렇게 하세요. 선장님!
Keep it up, it's very helpful.	계속 해주게, 정말 도움이 돼.
Keep it up, Tommy! You're killing it.	좋아, 토미! 잘하고 있어.
Keep it up, we need that fuel!	계속해, 우리는 그 연료가 필요해!
Keep it up. I'm about this close to laying your ass flat out on the floor.	계속 그렇게 해. 네 궁둥짝을 바닥에 메다꽂아버리기 직전이니까.
Keep it, sell it, I don't care what you do with it. I just hope it makes up for all the money you keep sending home.	사용하든 팔든 어떻게 하든 상관하지 않을게. 네가 지금까지 보내준 생활비에 대한 보답이라고 생각해주렴.
Keep me posted.	계속 보고해라.
Keep movin', the scanners won't hurt you.	계속 움직여, 스캐너는 해롭지 않아.
Keep moving!	계속 이동해!
Keep moving, Deputy. I'm still mad at you.	계속 가세요. 보안관보. 아직 당신한테 화가 나 있어요.
Keep moving, no one saw a thing.	계속 가. 아무도 아무것도 못 봤어.
Keep moving, op.	계속 움직여. 요원.
Keep moving, right through the checkpoint...	검문소를 통과해 계속 가십쇼...
Keep moving, this isn't a starliner cruise.	계속 움직여, 이건 스타라이너 유람선이 아니야.
Keep moving.	잘 따라와.
Keep moving. I'm out here to make credits, not friends.	계속 가. 난 여기서 친구 사귀려고 온 게 아니라 크레딧 벌러 왔어.
Keep moving. My work's classified.	계속 가세요. 제 일은 기밀이에요.
Keep moving. No telling if that Starborn will show up again.	계속 움직여. 스타본이 다시 나타날지도 몰라.
Keep moving. This scene ain't for you.	계속 가. 여긴 네가 있을 자리가 아니야.
Keep Noel covered!	노엘을 보호해!
Keep on keeping on.	계속 힘내세요.
Keep on the straight and narrow, and there won't be anything to worry about.	바른길만 걸으면 걱정할 일은 없을 거예요.
Keep on traveling, dearheart.	그럼, 여행 잘하려무나.
Keep on your toes. Security is everywhere.	정신 바짝 차리게. 경비가 사방에 깔렸어.
Keep on...exploring...the stars...for me...	저를 대신해서... 계속... 별들을... 탐험해주세요...
Keep our children safe; keep them out of harm's way. Thank you from the Cydonia Department of Labor.	아이들의 안전을 지키고 위험에 노출되지 않도록 주의하세요. 이상 시도니아 노동부에서 알려드렸습니다.
Keep ourselves from flying blind as we figure out exactly what going on here... and how to fix it.	여기서 정확히 무슨 일이 일어나고 있는지, 그리고 그걸 어떻게 해결할 수 있을지 알아내는 동안 우리 자신이 눈먼 장님이 되는 걸 막을 수 있어요.
Keep out of my way and I'll keep out of yours.	내 앞길을 막지 않으면 나도 앞길을 막지 않는다.
Keep paying forward and you'll always get paid today, right?	항상 호의를 베풀면 언제든 호의로 보답받을 수 있겠지. 안 그래?
Keep plugging away at it, I'm sure you'll arrive at a breakthrough.	계속해서 노력해 봐. 그럼 분명 돌파구를 찾을 수 있겠지.
Keep running!	계속 달려!
Keep running! Get to the ship!	계속 뛰어! 함선으로 가!
Keep scanning, I'm sure there's something nearby.	계속 스캔해 봐. 분명 근처에 무언가가 있을 거야.
Keep searching!	계속 수색해라!
Keep talking like that and I might get jealous.	계속 그렇게 말하면 질투심이 들겠는걸.
Keep talking like that and I'll be loyal for life. Traveling with you's been a real treat.	그렇게 말한다면 평생 충성할게. 자네랑 여행하는 건 정말 즐거웠어.
Keep talking.	계속 말해 보시죠.
Keep that freaky stuff away from me.	그 괴상한 걸 내 앞에서 치워.
Keep that happy trigger finger to yourself.	방아쇠 당기고 싶은 손가락은 네가 알아서 관리해.
Keep that in mind and you'll fit right in.	그걸 명심하면 잘 적응할 수 있을 거야.
Keep that trigger finger in check.	방아쇠에서 손가락 떼요.
Keep that under control!	그거 똑바로 통제해!
Keep the Artifacts out of his hands!	유물을 가져가게 하면 안 돼!
Keep the Astras flowing and I'll make sure you're well equipped.	아스트라만 계속 가져다주면 최고의 장비로 무장시켜 줄게.
Keep the attitude in check next time.	다음번엔 태도를 조심하세요.
Keep the battery online!	포대가 망가지지 않도록 막아!
Keep the chatter to a minimum.	잡담은 최소한으로 줄이죠.
Keep the credits coming, I'll do whatever you want.	돈만 주신다면 뭐든지 할게요.
Keep the floors and your nose clean and you can stay as long as you like.	바닥을 어지럽히지 않고, 귀찮게 하지 않는다면 원하는 만큼 둘러봐도 괜찮아.
Keep the heretic pinned down!	이단자를 계속 제압하라!
Keep the pressure on!	계속 압박을 가해라!
Keep the ship under your reticle to lock on. Then press  [XButton] to enter targeting mode.	십자선 아래에 함선을 유지하여 락온하세요. 그런 다음 [XButton] 키를 눌러 조준 모드로 들어가세요.
Keep the slate. Just make sure you wipe all the data on it.	슬레이트는 가져요. 그냥 안에 있는 데이터만 확실히 지워주세요.
Keep the Tab Gunnin'	킵 더 탭 거닌
Keep the tab open?	계속 외상 다실 건가요?
Keep the word of Jinan in your heart and your nerves will always steel.	지난 님의 말씀을 마음에 새기면 온 몸의 신경이 강철과 같아질 거야.
Keep their attention!	주위를 분산시켜!
Keep them at bay! Protect the Commander at all costs!	막아라! 무슨 수를 써서라도 사령관을 보호해야 한다!
Keep them away from the Commander!	놈들이 사령관님에게 다가가지 못하게 해!
Keep them off the battery!	포대에 접근하지 못하게 막아!
Keep them pinned!	제압사격 계속해!
Keep them to a minimum. But the first sample's not far. Looks like... Aceles.	신호가 작게 잡히는군. 그래도 첫 번째 샘플은 멀리 있진 않아. 보니까... 아셀리스 같군.
Keep thinking like that and you'll never get the life you deserve.	그렇게 생각하면 절대 자신이 받을 만한 인생을 얻지 못할 거야.
Keep this code to myself then.	그럼 이 코드는 못 주겠네요.
Keep this up, and you just might give Donovan Rhys a run for his money. He currently sits at twenty-eight victories.	이대로 하다 보면 도노반 리스와 좋은 경쟁자가 될지도 몰라요. 그 사람이 가진 기록은 28승 이거든요.
Keep those expectations in check, boss. I don't have a lot to work with here.	기대는 적당히 하시는 게 좋사옵니다. 사장님. 여기선 이 몸이 그다지 활약할 수 없사옵죠.
Keep those eyes and ears open. Not everything here is what it seems.	눈과 귀를 열어두세요. 여기선 모든 게 보이는 대로가 아니니까.
Keep those pirates off the Lieutenant's six!	대위님 후방에 해적 놈들 못 붙게 해!
Keep trying to send credits back home, but there never seems to be enough.	집에 크레딧을 계속 보내주려 하는데, 항상 부족한 것 같아요.
Keep up the good work.	계속 열심히 하게.
Keep up the good work. We'll expect further reports. Dismissed.	계속 지금처럼 잘해주길 바라네. 그럼 다음 보고를 기다리고 있겠네. 이만 가보게나.
Keep walking, I think we're in the clear.	계속 걸어. 이제 안전한 것 같아.
Keep walking.	가던 길 가.
Keep whatever worthless junk is on that ship. Just remember, the only thing that matters is that Rake dies.	그 배에 있는 잡동사니들은 가져도 좋다. 하지만 레이크가 죽어야한다는 걸 기억해.
Keep working on it. You'll get there.	포기하지 마. 언젠가는 할 수 있을 거야.
Keep your Artifact. As Starborn, we will settle this later.	유물은 가져가라. 스타본으로서 나중에 결판을 내자.
Keep your cool and you can generally talk your way out of it, so long as you're not too attached to your valuables.	침착함만 유지하면 보통은 말로 넘어갈 수 있을 거야. 귀중품에 너무 집착하지만 않는다면 말이네만.
Keep your CredStik somewhere safe if we're going inside Madame Sauvage's Place.	혹시 마담 소바쥬의 처소에 들어갈 거면 크레딧 스틱 잘 챙겨 둬.
Keep your dirty money. I'll be reporting this to Ranger Armistead.	더러운 돈은 가지세요. 아미스테드 레인저에게 보고할 겁니다.
Keep your distance, all right? It's a shiny brand new ship, and I'd like to keep it that way.	거리 좀 유지해. 새 함선이라 반짝반짝한데, 그대로 유지하고 싶거든.
Keep your distance, and we're good.	거리를 유지하면 문제 없어요.
Keep your distance.	가까이 오지 마라.
Keep your distance. Acts of aggression will be met in kind.	접근하지 마라. 공격 시에는 반격한다.
Keep your distance. I'm not sure I trust you.	거리를 유지하시죠. 아직 당신을 믿을 수 있는 건지 모르겠으니까요.
Keep your eye out for anything that might point us in the right direction.	우리가 맞는 방향으로 가는지 알려주는 단서가 있나 잘 찾아봐.
Keep your eyes and ears open, and you'll find what you're looking for.	눈과 귀를 열고 있으면, 찾고 있는 것을 발견할 수 있을 겁니다.
Keep your eyes and ears open. I'm not sure we got the whole story here.	눈과 귀를 열어둬야겠어요. 아직 큰 그림이 보이지 않네요.
Keep your eyes on anything. Death is everywhere.	주변의 모든 것을 경계하세요. 죽음은 어디에나 있으니까요.
Keep your eyes on the road, please!	길에서 눈을 떼지 마, 제발!
Keep your eyes on your pockets. Not like security cares.	주머니 간수 잘 하세요. 경비는 신경도 안 쓰는 것 같네요.
Keep your eyes open and watch your step, okay?	주변 잘 살피고 발 조심해, 알겠나?
Keep your eyes open for hostile creatures. They have the run of this place.	적대적인 생물들을 조심해. 여긴 녀석들의 영역이야.
Keep your eyes open for Starborn...	스타본이 있는지 조심해...
Keep your eyes open, we're in the Crimson Fleet's territory.	경계를 늦추지 마. 이곳은 크림슨 함대의 영역이니까.
Keep your eyes open.	눈을 크게 뜨고 주의하세요.
Keep your eyes open. Mercenaries like Ecliptic are rarely known for fighting fairly.	방심하지 마. 이클립틱과 같은 용병은 정정당당하게 싸우지 않거든.
Keep your eyes open. Spacers can come at you from anywhere.	경계를 늦추지 마. 스페이서는 어디서든 공격할 수 있으니까.
Keep your eyes peeled. He couldn't have gone far...	눈을 크게 뜨고 살펴. 녀석이 멀리 갔을 리 없어...
Keep your eyes peeled. Possible suspect in the area.	눈 크게 떠라. 용의자가 근처에 있을 가능성이 있다.
Keep your eyes peeled. She couldn't have gone far...	눈을 크게 뜨고 살펴. 녀석이 멀리 갔을 리 없어...
Keep your eyes sharp and weapons ready.	눈은 날카롭게, 무기는 준비하고.
Keep your finger on your weapon's trigger. Kindness is not often given to boarders.	방아쇠울에 손가락을 빼지 마. 친절은 변방에서는 보기 힘드니까.
Keep your fingers crossed for him, will you?	그 보안관보를 위해 행운을 빌어줘. 알겠지?
Keep your guard up out there, all right?	밖에서 방심하지 마세요. 알겠죠?
Keep your guard up!	방심하지 마세요!
Keep your guard up, this is a dangerous area.	방심하지 마, 여긴 위험한 지역이야.
Keep your guard up. There could be creatures in this area.	경계를 늦추지 마. 근처에 생물들이 있을 수 있어.
Keep your guard up. There could be hostiles on this ship.	경계를 늦추지 마세요. 함선에 적이 있을 수 있어요.
Keep your guard up. They might be looking for a fight.	경계를 늦추지 마라. 적이 언제든 싸움울 걸어올 수 있다.
Keep your gun holstered and there won't be any problems.	총만 잘 넣어두면 문제는 없을 거예요.
Keep your hands of our stash!	우리 은닉품에서 손 떼!
Keep your hands where I can see them.	내가 볼 수 있도록 손을 올려놔.
Keep your hands where we can see them.	손은 보이는 곳에 둬라.
Keep your head down!	고개 함부로 들지 마!
Keep your head down.	고개를 숙이세요.
Keep your heads down!	고개 숙여!
Keep your ignorant opinions to yourself. Now is not the time!	그런 무식한 소리는 꺼내지 마. 그럴 때가 아니잖아!
Keep your meals in the break room, okay?	음식은 휴게실에만 놔둬, 알았어?
Keep your mouth shut and your weapons hot... and you'll do just fine.	아가리 닫고 무기나 준비해... 그것만 하면 돼.
Keep your nose clean, and we won't have any problems.	말썽 부리지 말고, 그럼 문제 없을 거예요.
Keep your nose clean.	말썽 부리지 마.
Keep your nose up and your weapons charged.	항상 무기의 장전 상태를 확인하고 전방을 경계해.
Keep your sidearm handy, parts of town can get rough.	부무장을 준비해 둬. 동네에 험한 곳도 있거든.
Keep your speed in check. Unnecessary collisions should be avoided at all cost.	과속하지 마세요. 불필요한 충돌은 절대로 있어서는 안 됩니다.
Keep your weapon close by. We don't know what we're dealing with here.	무기를 가까이 두세요. 무엇을 상대하게 될지 모르니까요.
Keep your weapon close until we know what we're dealing with.	상황을 파악할 때까지 무기를 가까이 두세요.
Keep your weapon handy. Let's go.	무기를 준비해. 가자.
Keep your weapon handy... we don't know who built this ship, or why.	무기 준비해... 누가 이 함선을, 왜 만들었는지 아직 몰라.
Keep your weapon holstered down there, all right? Stray fire could get us all in big trouble.	무기는 주머니에 잘 넣어둬, 알겠어? 눈먼 총알에 큰 사고가 날 수 있어.
Keep your weapon holstered until we know who we're dealing with.	상대가 누군지 알기 전까진 무기를 꺼내지 마.
Keep your weapon loaded. I'd be surprised if they didn't start shooting.	무기를 장전해 둬. 상대가 먼저 쏘지 않으리라는 보장은 없어.
Keep your weapons ready. Never know who else might be scavenging there.	무기를 잘 들고 있어. 누가 저길 터는 중일지도 모르니까.
Keep your wits about you. We might run into some tough customers.	정신 바짝 차려. 까다로운 상대를 만날지도 몰라.
Keep yourself out of trouble.	말썽 피우지 말고 다녀.
Keeper Aquilus	아퀼루스 목자
Keeper Aquilus has been helping me work through some, uh, anger issues.	아퀼루스 목자님께서 절 도와주고 있어요. 어, 제 분노 문제를요.
Keeper Aquilus is dead.	아퀼루스 목자는 죽었어.
Keeper Aquilus is dead. I should return to the Hunter.	아퀼루스 목자는 사망했다. 이제 헌터에게 돌아갈 때다.
Keeper Aquilus is dead. You have my word.	아퀼루스 목자는 죽었어. 믿어도 좋아.
Keeper Aquilus may be gone, but his teachings will live on through us.	아퀼루스 목자님은 떠나셨지만, 그분의 가르침은 우리 안에 살아있어요.
Keeper Aquilus Return	아퀼루스 목자의 귀환
Keeper Aquilus sent me to find the true meaning of Unity.	아퀼루스 목자가 유니티의 진정한 의미를 찾으라고 보냈다.
Keeper Aquilus sent me. I need to talk about the Pilgrim.	아퀼루스 목자가 보내서 왔어요. 순례자에 대해 할 이야기가 있어서요.
Keeper Aquilus spoke of a Pilgrim. I need to know more about him.	아퀼루스 목자가 순례자 이야기를 해 줬어. 그 순례자에 대해서 더 알아야겠는데.
Keeper Aquilus, can we have a moment?	아퀼루스 목자님, 잠깐 괜찮으실까요?
Keeper Aquilus. My illustrious counterpart. He's a loose end that needs tying.	아퀼루스 목자. 빛나는 또 다른 나. 놈은 묶어야 할 매듭 같은 존재다.
Keeper Aquilus? No. Some other version of the same person.	아퀼루스 목자? 아니야. 같은 사람의 다른 버전이로군.
Keeper, we were hoping to talk to you about "Unity."	목자님, 저흰 유니티에 대해서 이야기하고 싶어요.
Keeper, we're lost. We need your guidance.	목자님, 저희는 길을 잃었어요. 목자님의 인도가 필요합니다.
Keeper, when you talk about Unity, well... does it mean anything else? Something... secret?	목자님, 유니티에 대해서 말씀하실 때, 그... 다른 뜻이 있나요? 뭔가... 비밀이라든지요?
Keeping a two-hundred year old ship running is no easy task.	200년 묵은 함선을 계속 작동시키는 건 쉬운 일은 아니죠.
Keeping all this equipment running is tiring work. Our tech isn't exactly top of the line.	이 모든 장비를 작동시키는 건 정말 피곤한 일이야. 우리 기술이 최첨단은 아니거든.
Keeping busy, I hope.	바쁘게 지내고 있길 바라.
Keeping his place safe sounds like smart business to me.	지크하트 씨가 자기 가게를 지키려는 것 자체는 현명한 장사 방식인 것 같습니다만.
Keeping me waiting? Huh. New.	날 기다리게 한다고? 흠. 신선한데.
Keeping my fingers crossed that we're gonna be okay	잘 될 거라고 믿는 수밖에
Keeping our citizens in good health is vital to our continued success.	앞으로도 계속 번영하기 위해서는 시민의 건강 유지가 필수입니다.
Keeping our little group tight knit was critical to minimize risk of exposure.	발각될 위험을 최소화하기 위해 최대한 인원은 적게 유지해야 했으니까.
Keeping quiet about something like this must be hard on your conscience.	이런 일에 대해 침묵하는 것은 양심에 큰 부담이 될 텐데요.
Keeping the inn running smoothly keeps me hopping.	여관을 잘 운영하느라 항상 바쁘네요.
Keeping the Peace	치안 유지를 위하여
Keeping the shielding mod to ourselves would be a huge advantage.	차폐 개조를 우리만 갖고 있다면 엄청난 이점이 될 거예요.
Keeping the skies safe out there?	저 밖에서 우주를 안전하게 지키고 계신가요?
Keeping these miners in line is more work than you'd think.	이 광부들을 관리하는 게 생각보다 더 힘들어요.
